관리번호,년도,지역,차수,분류,재질,상세분류,개수
1913,2019,완도 신지도해변,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1913,2019,완도 신지도해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1913,2019,완도 신지도해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",2
1913,2019,완도 신지도해변,2차,플라스틱류,발포형,스티로폼 부표,2
1913,2019,완도 신지도해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
1913,2019,완도 신지도해변,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,2
1913,2019,완도 신지도해변,2차,플라스틱류,기타,기타 플라스틱,2
1913,2019,완도 신지도해변,2차,플라스틱류,필름형,비닐봉지,3
1913,2019,완도 신지도해변,2차,플라스틱류,발포형,파편,3
1913,2019,완도 신지도해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",3
1913,2019,완도 신지도해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",4
1913,2019,완도 신지도해변,2차,고무,,"타이어, 고무풍선, 고무장갑 등",4
1914,2019,부산 해양대,2차,플라스틱류,경질형,라이터,1
1914,2019,부산 해양대,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
1914,2019,부산 해양대,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1914,2019,부산 해양대,2차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",1
1914,2019,부산 해양대,2차,플라스틱류,경질형,파편,2
1914,2019,부산 해양대,2차,플라스틱류,필름형,파편,2
1914,2019,부산 해양대,2차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",2
1914,2019,부산 해양대,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",2
1914,2019,부산 해양대,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
1914,2019,부산 해양대,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",2
1914,2019,부산 해양대,2차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",2
1914,2019,부산 해양대,2차,플라스틱류,섬유형,낚싯줄,3
1914,2019,부산 해양대,2차,플라스틱류,필름형,비닐봉지,4
1914,2019,부산 해양대,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",4
1914,2019,부산 해양대,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",4
1914,2019,부산 해양대,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",5
1914,2019,부산 해양대,2차,고무,,"타이어, 고무풍선, 고무장갑 등",5
1914,2019,부산 해양대,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",6
1914,2019,부산 해양대,2차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,10
1914,2019,부산 해양대,2차,플라스틱류,발포형,담배꽁초,12
1914,2019,부산 해양대,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",15
1914,2019,부산 해양대,2차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",16
1914,2019,부산 해양대,2차,플라스틱류,발포형,스티로폼 어상자,18
1914,2019,부산 해양대,2차,플라스틱류,발포형,스티로폼 부표,76
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,경질형,라이터,2
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,경질형,폭죽/불꽃놀이 용품,2
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,경질형,플라스틱 부표,2
1915,2019,포항 구룡포 대보해변,2차,고무,,"타이어, 고무풍선, 고무장갑 등",4
1915,2019,포항 구룡포 대보해변,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",4
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",5
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,5
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",10
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",10
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,필름형,비닐봉지,11
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",11
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,발포형,담배꽁초,14
1915,2019,포항 구룡포 대보해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",16
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,발포형,스티로폼 부표,17
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,발포형,파편,25
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",26
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,경질형,파편,42
1915,2019,포항 구룡포 대보해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",54
1915,2019,포항 구룡포 대보해변,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",106
1916,2019,거제 두모몽돌해변,2차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,1
1916,2019,거제 두모몽돌해변,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",2
1916,2019,거제 두모몽돌해변,2차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",2
1916,2019,거제 두모몽돌해변,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",2
1916,2019,거제 두모몽돌해변,2차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",2
1916,2019,거제 두모몽돌해변,2차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",2
1916,2019,거제 두모몽돌해변,2차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",3
1916,2019,거제 두모몽돌해변,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",3
1916,2019,거제 두모몽돌해변,2차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",3
1916,2019,거제 두모몽돌해변,2차,고무,,"타이어, 고무풍선, 고무장갑 등",3
1916,2019,거제 두모몽돌해변,2차,플라스틱류,섬유형,낚싯줄,4
1916,2019,거제 두모몽돌해변,2차,플라스틱류,경질형,"장난감, 인형, 오락용품, 사무용품",5
1916,2019,거제 두모몽돌해변,2차,플라스틱류,경질형,라이터,6
1916,2019,거제 두모몽돌해변,2차,플라스틱류,발포형,파편,6
1916,2019,거제 두모몽돌해변,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,13
1916,2019,거제 두모몽돌해변,2차,플라스틱류,경질형,플라스틱 부표,16
1916,2019,거제 두모몽돌해변,2차,플라스틱류,필름형,비닐봉지,19
1916,2019,거제 두모몽돌해변,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",23
1916,2019,거제 두모몽돌해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",30
1916,2019,거제 두모몽돌해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",44
1916,2019,거제 두모몽돌해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",48
1916,2019,거제 두모몽돌해변,2차,플라스틱류,경질형,파편,49
1916,2019,거제 두모몽돌해변,2차,플라스틱류,발포형,담배꽁초,56
1916,2019,거제 두모몽돌해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",69
1916,2019,거제 두모몽돌해변,2차,플라스틱류,기타,파편,79
1916,2019,거제 두모몽돌해변,2차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",94
1916,2019,거제 두모몽돌해변,2차,플라스틱류,발포형,스티로폼 부표,101
1916,2019,거제 두모몽돌해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",125
1917,2019,포항 칠포,2차,플라스틱류,발포형,파편,1
1917,2019,포항 칠포,2차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
1917,2019,포항 칠포,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
1917,2019,포항 칠포,2차,고무,,"타이어, 고무풍선, 고무장갑 등",1
1917,2019,포항 칠포,2차,플라스틱류,경질형,플라스틱 부표,2
1917,2019,포항 칠포,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",2
1917,2019,포항 칠포,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",4
1917,2019,포항 칠포,2차,플라스틱류,발포형,담배꽁초,4
1917,2019,포항 칠포,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",4
1917,2019,포항 칠포,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",5
1917,2019,포항 칠포,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",5
1917,2019,포항 칠포,2차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",6
1917,2019,포항 칠포,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,8
1917,2019,포항 칠포,2차,플라스틱류,필름형,비닐봉지,9
1917,2019,포항 칠포,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",9
1917,2019,포항 칠포,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",18
1917,2019,포항 칠포,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",30
1917,2019,포항 칠포,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",42
1917,2019,포항 칠포,2차,플라스틱류,경질형,파편,43
1918,2019,순천 반월,2차,플라스틱류,경질형,폭죽/불꽃놀이 용품,1
1918,2019,순천 반월,2차,플라스틱류,발포형,스티로폼 부표,1
1918,2019,순천 반월,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1918,2019,순천 반월,2차,고무,,"타이어, 고무풍선, 고무장갑 등",1
1918,2019,순천 반월,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1918,2019,순천 반월,2차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
1918,2019,순천 반월,2차,플라스틱류,기타,파편,1
1918,2019,순천 반월,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",2
1918,2019,순천 반월,2차,플라스틱류,필름형,비닐봉지,2
1918,2019,순천 반월,2차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",2
1918,2019,순천 반월,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
1918,2019,순천 반월,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
1918,2019,순천 반월,2차,플라스틱류,필름형,기타(일회용 위생장갑 등),3
1918,2019,순천 반월,2차,플라스틱류,섬유형,어망,3
1918,2019,순천 반월,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",3
1918,2019,순천 반월,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",4
1918,2019,순천 반월,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",8
1918,2019,순천 반월,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",15
1919,2019,여수 백야도해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",1
1919,2019,여수 백야도해변,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
1919,2019,여수 백야도해변,2차,플라스틱류,필름형,비닐봉지,1
1919,2019,여수 백야도해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",1
1919,2019,여수 백야도해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1919,2019,여수 백야도해변,2차,고무,,"타이어, 고무풍선, 고무장갑 등",1
1919,2019,여수 백야도해변,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,1
1919,2019,여수 백야도해변,2차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
1919,2019,여수 백야도해변,2차,플라스틱류,필름형,기타(일회용 위생장갑 등),2
1919,2019,여수 백야도해변,2차,플라스틱류,경질형,파편,3
1919,2019,여수 백야도해변,2차,플라스틱류,기타,기타 플라스틱,3
1919,2019,여수 백야도해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",6
1919,2019,여수 백야도해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",23
1920,2019,울산 대왕암,2차,플라스틱류,경질형,라이터,1
1920,2019,울산 대왕암,2차,플라스틱류,경질형,주사기,1
1920,2019,울산 대왕암,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
1920,2019,울산 대왕암,2차,플라스틱류,섬유형,어망,1
1920,2019,울산 대왕암,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1920,2019,울산 대왕암,2차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",1
1920,2019,울산 대왕암,2차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",3
1920,2019,울산 대왕암,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",4
1920,2019,울산 대왕암,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",5
1920,2019,울산 대왕암,2차,플라스틱류,필름형,기타(일회용 위생장갑 등),6
1920,2019,울산 대왕암,2차,플라스틱류,발포형,담배꽁초,6
1920,2019,울산 대왕암,2차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",6
1920,2019,울산 대왕암,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",7
1920,2019,울산 대왕암,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",8
1920,2019,울산 대왕암,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",9
1920,2019,울산 대왕암,2차,플라스틱류,발포형,"기타(스폰지, 물휴지 등)",9
1920,2019,울산 대왕암,2차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",11
1920,2019,울산 대왕암,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",13
1920,2019,울산 대왕암,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",14
1920,2019,울산 대왕암,2차,플라스틱류,섬유형,낚싯줄,16
1920,2019,울산 대왕암,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,19
1920,2019,울산 대왕암,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",20
1920,2019,울산 대왕암,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",24
1920,2019,울산 대왕암,2차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",25
1920,2019,울산 대왕암,2차,플라스틱류,필름형,파편,42
1920,2019,울산 대왕암,2차,플라스틱류,경질형,파편,44
1920,2019,울산 대왕암,2차,플라스틱류,발포형,파편,110
1921,2019,고흥 신흥,2차,플라스틱류,경질형,라이터,1
1921,2019,고흥 신흥,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1921,2019,고흥 신흥,2차,플라스틱류,섬유형,어망,1
1921,2019,고흥 신흥,2차,플라스틱류,발포형,스티로폼 어상자,1
1921,2019,고흥 신흥,2차,플라스틱류,발포형,스티로폼 부표,3
1921,2019,고흥 신흥,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",3
1921,2019,고흥 신흥,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",4
1921,2019,고흥 신흥,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
1921,2019,고흥 신흥,2차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",6
1921,2019,고흥 신흥,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",6
1921,2019,고흥 신흥,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",8
1921,2019,고흥 신흥,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",15
1922,2019,고흥 염포해변,2차,플라스틱류,경질형,라이터,1
1922,2019,고흥 염포해변,2차,플라스틱류,필름형,비닐봉지,1
1922,2019,고흥 염포해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",1
1922,2019,고흥 염포해변,2차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",1
1922,2019,고흥 염포해변,2차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",1
1922,2019,고흥 염포해변,2차,플라스틱류,발포형,담배꽁초,2
1922,2019,고흥 염포해변,2차,플라스틱류,경질형,플라스틱 부표,3
1922,2019,고흥 염포해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",3
1922,2019,고흥 염포해변,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",3
1922,2019,고흥 염포해변,2차,플라스틱류,경질형,폭죽/불꽃놀이 용품,5
1922,2019,고흥 염포해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",5
1922,2019,고흥 염포해변,2차,플라스틱류,경질형,양식용화학약품용기,6
1922,2019,고흥 염포해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",8
1922,2019,고흥 염포해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",15
1922,2019,고흥 염포해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",18
1922,2019,고흥 염포해변,2차,플라스틱류,발포형,스티로폼 부표,137
1923,2019,울진 후정,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
1923,2019,울진 후정,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",3
1923,2019,울진 후정,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
1923,2019,울진 후정,2차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",3
1923,2019,울진 후정,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",4
1923,2019,울진 후정,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",4
1923,2019,울진 후정,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",5
1923,2019,울진 후정,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,5
1923,2019,울진 후정,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",6
1923,2019,울진 후정,2차,플라스틱류,섬유형,낚싯줄,7
1923,2019,울진 후정,2차,플라스틱류,발포형,담배꽁초,9
1923,2019,울진 후정,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",11
1923,2019,울진 후정,2차,플라스틱류,필름형,비닐봉지,11
1923,2019,울진 후정,2차,플라스틱류,필름형,기타(일회용 위생장갑 등),15
1923,2019,울진 후정,2차,플라스틱류,경질형,플라스틱 부표,16
1923,2019,울진 후정,2차,플라스틱류,발포형,스티로폼 부표,33
1924,2019,속초 청초,2차,플라스틱류,발포형,파편,1
1924,2019,속초 청초,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
1924,2019,속초 청초,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1924,2019,속초 청초,2차,플라스틱류,발포형,담배꽁초,2
1924,2019,속초 청초,2차,플라스틱류,경질형,라이터,3
1924,2019,속초 청초,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",3
1924,2019,속초 청초,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",4
1924,2019,속초 청초,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
1924,2019,속초 청초,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",6
1924,2019,속초 청초,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",7
1924,2019,속초 청초,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",8
1924,2019,속초 청초,2차,플라스틱류,경질형,파편,11
1924,2019,속초 청초,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",11
1924,2019,속초 청초,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,12
1924,2019,속초 청초,2차,플라스틱류,경질형,폭죽/불꽃놀이 용품,18
1924,2019,속초 청초,2차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",18
1924,2019,속초 청초,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",36
1925,2019,영광 백바위해변,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
1925,2019,영광 백바위해변,2차,플라스틱류,경질형,양식용화학약품용기,1
1925,2019,영광 백바위해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1925,2019,영광 백바위해변,2차,플라스틱류,필름형,비닐봉지,1
1925,2019,영광 백바위해변,2차,플라스틱류,발포형,스티로폼 부표,1
1925,2019,영광 백바위해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1925,2019,영광 백바위해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1925,2019,영광 백바위해변,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,1
1925,2019,영광 백바위해변,2차,플라스틱류,경질형,라이터,2
1925,2019,영광 백바위해변,2차,플라스틱류,필름형,파편,2
1925,2019,영광 백바위해변,2차,플라스틱류,발포형,파편,3
1925,2019,영광 백바위해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",3
1925,2019,영광 백바위해변,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",4
1925,2019,영광 백바위해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",8
1925,2019,영광 백바위해변,2차,플라스틱류,경질형,파편,13
1925,2019,영광 백바위해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",14
1926,2019,고창 동호해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1926,2019,고창 동호해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1926,2019,고창 동호해변,2차,플라스틱류,경질형,파편,2
1926,2019,고창 동호해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",19
1927,2019,해남 송평해변,2차,플라스틱류,경질형,"농약용기, 살충제",1
1927,2019,해남 송평해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1927,2019,해남 송평해변,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1927,2019,해남 송평해변,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,1
1927,2019,해남 송평해변,2차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
1927,2019,해남 송평해변,2차,플라스틱류,경질형,포장용 밴드(넙적하고 딱딱한 끈),1
1927,2019,해남 송평해변,2차,플라스틱류,기타,기타 플라스틱,1
1927,2019,해남 송평해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1927,2019,해남 송평해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",2
1927,2019,해남 송평해변,2차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",2
1927,2019,해남 송평해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",2
1927,2019,해남 송평해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",3
1927,2019,해남 송평해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",3
1927,2019,해남 송평해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",4
1927,2019,해남 송평해변,2차,플라스틱류,경질형,파편,5
1927,2019,해남 송평해변,2차,플라스틱류,발포형,파편,9
1928,2019,해남 예락해변,2차,플라스틱류,경질형,"가짜미끼, 형광찌, 낚시 미끼통",1
1928,2019,해남 예락해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1928,2019,해남 예락해변,2차,플라스틱류,필름형,비닐봉지,1
1928,2019,해남 예락해변,2차,플라스틱류,필름형,파편,1
1928,2019,해남 예락해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1928,2019,해남 예락해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1928,2019,해남 예락해변,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1928,2019,해남 예락해변,2차,외국기인,경질형,"음료수병, 병뚜껑 등",1
